CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Real Estate Finance and Investments ,Winter 2016 ,"Furfine, Craig" ,FINC-454-0 (62) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,17 ,0 ,64 ,65 ,23 ,Full-Time ,0 ,41
Real Estate Finance and Investments ,Winter 2016 ,"Furfine, Craig" ,FINC-454-0 (62) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,14 ,0 ,41 ,65 ,14 ,Full-Time ,0 ,27
Finance I ,Winter 2016 ,"Braun, Phillip" ,FINC-430-0 (64) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,2 ,0
Managing Firms for Shareholders and Society: Thought Leadership Seminar ,Winter 2016 ,"Matsa, David" ,FINC-484-5 (61) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,18 ,0 ,20 ,20 ,18 ,Full-Time ,0 ,2
Finance II ,Winter 2016 ,"Frydman, Carola" ,FINC-431-0 (63) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,11 ,0 ,49 ,50 ,11 ,Full-Time ,0 ,38
Finance II ,Winter 2016 ,"Frydman, Carola" ,FINC-431-0 (63) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,31 ,0 ,38 ,50 ,31 ,Full-Time ,0 ,7
Public Economics for Business Leaders: Federal Policy ,Winter 2016 ,"Besanko, David" ,KPPI-470-0 (61) ,Winter 2016 Bid to Waitlist ,KPPI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,3 ,0
Microeconomic Analysis ,Winter 2016 ,"Dale, Donald" ,MECN-430-0 (66) ,Winter 2016 Bidding Phase II ,MECN ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,0 ,0 ,1 ,65 ,0 ,Full-Time ,0 ,1
Microeconomic Analysis ,Winter 2016 ,"Antic, Nemanja" ,MECN-430-0 (65) ,Winter 2016 Bidding Phase I ,MECN ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5 ,0 ,65 ,65 ,12 ,Full-Time ,0 ,53
Microeconomic Analysis ,Winter 2016 ,"Antic, Nemanja" ,MECN-430-0 (65) ,Winter 2016 Bidding Phase II ,MECN ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5 ,0 ,55 ,65 ,5 ,Full-Time ,0 ,50
Microeconomic Analysis ,Winter 2016 ,"Dale, Donald" ,MECN-430-0 (66) ,Winter 2016 Bid to Waitlist ,MECN ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,1 ,0
Marketing Research and Analytics ,Winter 2016 ,"Bockenholt, Ulf" ,MKTG-450-0 (62) ,Winter 2016 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,38 ,0 ,63 ,63 ,38 ,Full-Time ,0 ,25
Marketing Research and Analytics ,Winter 2016 ,"Bockenholt, Ulf" ,MKTG-450-0 (62) ,Winter 2016 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,13 ,0 ,32 ,63 ,13 ,Full-Time ,0 ,19
Leader as Coach ,Winter 2016 ,"Ellington Booth, Brenda" ,KACI-462-0 (61) ,Winter 2016 Bidding Phase I ,KACI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,22 ,0 ,33 ,36 ,22 ,Full-Time ,0 ,11
Strategic Decisions in Operations ,Winter 2016 ,"Van Mieghem, Jan" ,OPNS-454-0 (62) ,Winter 2016 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,0 ,0 ,1 ,65 ,0 ,Full-Time ,0 ,1
Social Dynamics and Network Analytics ,Winter 2016 ,"Pah, Adam" ,MORS-945-0 (62) ,Winter 2016 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,46 ,0 ,63 ,65 ,46 ,Full-Time ,0 ,17
Strategic Challenges in Emerging Markets ,Winter 2016 ,"Morjaria, Ameet" ,STRT-466-0 (61) ,Winter 2016 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,35 ,0 ,58 ,62 ,35 ,Full-Time ,0 ,23
Strategic Challenges in Emerging Markets ,Winter 2016 ,"Morjaria, Ameet" ,STRT-466-0 (61) ,Winter 2016 Bidding Phase II ,STRT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,18 ,0 ,29 ,62 ,18 ,Full-Time ,0 ,11
Microeconomic Analysis ,Winter 2016 ,"Dale, Donald" ,MECN-430-0 (67) ,Winter 2016 Bid to Waitlist ,MECN ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,3 ,0
Microeconomic Analysis ,Winter 2016 ,"Dale, Donald" ,MECN-430-0 (67) ,Winter 2016 Bidding Phase II ,MECN ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,0 ,0 ,1 ,65 ,0 ,Full-Time ,0 ,1
Finance I ,Winter 2016 ,"Braun, Phillip" ,FINC-430-0 (65) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,1 ,0
Finance I ,Winter 2016 ,"Braun, Phillip" ,FINC-430-0 (65) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,46 ,0 ,65 ,65 ,65 ,Full-Time ,0 ,0
Financial Analysis for Strategic Marketing ,Winter 2016 ,"Finn, Mark" ,ACCT-920-0 (61) ,Winter 2016 Bidding Phase I ,ACCT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,34 ,0 ,59 ,63 ,34 ,Full-Time ,0 ,25
Financial Analysis for Strategic Marketing ,Winter 2016 ,"Finn, Mark" ,ACCT-920-0 (61) ,Winter 2016 Bidding Phase II ,ACCT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,10 ,0 ,26 ,63 ,10 ,Full-Time ,0 ,16
Real Estate Finance and Investments ,Winter 2016 ,"Furfine, Craig" ,FINC-454-0 (61) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,4 ,0
Managing Firms for Shareholders and Society: Thought Leadership Seminar ,Winter 2016 ,"Matsa, David" ,FINC-484-5 (62) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,11 ,0 ,19 ,20 ,11 ,Full-Time ,0 ,8
Managing Firms for Shareholders and Society: Thought Leadership Seminar ,Winter 2016 ,"Matsa, David" ,FINC-484-5 (62) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,3 ,0 ,9 ,20 ,5 ,Full-Time ,0 ,4
Global Entrepreneurial Finance ,Winter 2016 ,"Liberti, Jose Maria" ,FINC-945-0 (81) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,35 ,0 ,Full-Time ,0 ,0
Impact Investing and Sustainable Finance ,Winter 2016 ,"Chen, David" ,FINC-946-0 (81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,25 ,0 ,52 ,55 ,25 ,Full-Time ,0 ,27
Impact Investing and Sustainable Finance ,Winter 2016 ,"Chen, David" ,FINC-946-0 (81) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,6 ,0 ,29 ,55 ,6 ,Full-Time ,0 ,23
Global Entrepreneurial Finance ,Winter 2016 ,"Liberti, Jose Maria" ,FINC-945-0 (81) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,35 ,0 ,Full-Time ,2 ,0
Global Initiatives in Management (GIM) ,Winter 2016 ,"Ma, Damien" ,INTL-473-0 (82) ,Winter 2016 Bidding Phase II ,INTL ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,3 ,0 ,Evening ,0 ,0
Business Law ,Winter 2016 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2016 Bidding Phase I ,BLAW ,Evanston ,Tue 6:30PM - 9:30PM ,5 ,0 ,10 ,10 ,5 ,Evening ,0 ,5
Business Law ,Winter 2016 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2016 Bidding Phase II ,BLAW ,Evanston ,Tue 6:30PM - 9:30PM ,3 ,0 ,8 ,10 ,3 ,Evening ,0 ,5
Business Law ,Winter 2016 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2016 Bidding Phase I ,BLAW ,Evanston ,Tue 6:30PM - 9:30PM ,26 ,0 ,55 ,55 ,26 ,Full-Time ,0 ,29
Business Law ,Winter 2016 ,"Rivelli, Timothy" ,BLAW-435-0 (81) ,Winter 2016 Bidding Phase II ,BLAW ,Evanston ,Tue 6:30PM - 9:30PM ,14 ,0 ,30 ,55 ,14 ,Full-Time ,0 ,16
Global Entrepreneurial Finance ,Winter 2016 ,"Liberti, Jose Maria" ,FINC-945-0 (81) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,0 ,0
Global Entrepreneurial Finance ,Winter 2016 ,"Liberti, Jose Maria" ,FINC-945-0 (81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,8 ,0 ,10 ,10 ,8 ,Evening ,0 ,2
Impact Investing and Sustainable Finance ,Winter 2016 ,"Chen, David" ,FINC-946-0 (81) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,0 ,0
Programming for Analytics ,Winter 2016 ,"Farver, Jennifer" ,KMCI-935-5 (81) ,Winter 2016 Bid to Waitlist ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,1 ,0
Programming for Analytics ,Winter 2016 ,"Farver, Jennifer" ,KMCI-935-5 (81) ,Winter 2016 Bidding Phase I ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,6 ,0 ,10 ,10 ,6 ,Evening ,0 ,4
Omnichannel Experience Strategy ,Winter 2016 ,"Coughlan, Anne" ,MKTG-451-0 (81) ,Winter 2016 Bidding Phase I ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,29 ,0 ,50 ,55 ,29 ,Full-Time ,0 ,21
Omnichannel Experience Strategy ,Winter 2016 ,"Coughlan, Anne" ,MKTG-451-0 (81) ,Winter 2016 Bidding Phase II ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,10 ,0 ,22 ,55 ,10 ,Full-Time ,0 ,12
Omnichannel Experience Strategy ,Winter 2016 ,"Coughlan, Anne" ,MKTG-451-0 (81) ,Winter 2016 Bidding Phase I ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,5 ,0 ,10 ,10 ,5 ,Evening ,0 ,5
Omnichannel Experience Strategy ,Winter 2016 ,"Coughlan, Anne" ,MKTG-451-0 (81) ,Winter 2016 Bidding Phase II ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,3 ,0 ,5 ,10 ,3 ,Evening ,0 ,2
Persuasive Presentations ,Winter 2016 ,"Van Camp, Karen" ,KACI-450-0 (92) ,Winter 2016 Bid to Waitlist ,KACI ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,36 ,0 ,Full-Time ,3 ,0
Global Initiatives in Management (GIM) ,Winter 2016 ,"Ma, Damien" ,INTL-473-0 (82) ,Winter 2016 Bidding Phase I ,INTL ,Evanston ,Tue 6:30PM - 9:30PM ,23 ,0 ,30 ,30 ,23 ,Full-Time ,0 ,7
Global Initiatives in Management (GIM) ,Winter 2016 ,"Ma, Damien" ,INTL-473-0 (82) ,Winter 2016 Bidding Phase II ,INTL ,Evanston ,Tue 6:30PM - 9:30PM ,6 ,0 ,7 ,30 ,6 ,Full-Time ,0 ,1
Global Initiatives in Management (GIM) ,Winter 2016 ,"Ma, Damien" ,INTL-473-0 (82) ,Winter 2016 Bidding Phase I ,INTL ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,2 ,2 ,0 ,Weekend ,0 ,2
Global Initiatives in Management (GIM) ,Winter 2016 ,"Ma, Damien" ,INTL-473-0 (82) ,Winter 2016 Bidding Phase II ,INTL ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,2 ,2 ,0 ,Weekend ,0 ,2
Programming for Analytics ,Winter 2016 ,"Farver, Jennifer" ,KMCI-935-5 (81) ,Winter 2016 Bid to Waitlist ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,23 ,55 ,0 ,Full-Time ,0 ,23
Programming for Analytics ,Winter 2016 ,"Farver, Jennifer" ,KMCI-935-5 (81) ,Winter 2016 Bidding Phase I ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,24 ,0 ,54 ,55 ,24 ,Full-Time ,0 ,30
Programming for Analytics ,Winter 2016 ,"Farver, Jennifer" ,KMCI-935-5 (81) ,Winter 2016 Bidding Phase II ,KMCI ,Evanston ,Tue 6:30PM - 9:30PM ,8 ,0 ,31 ,55 ,8 ,Full-Time ,0 ,23
Real Estate Entrepreneurship ,Winter 2016 ,"Bennett, William" ,REAL-925-0 (81) ,Winter 2016 Bid to Waitlist ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,1 ,0
Real Estate Entrepreneurship ,Winter 2016 ,"Bennett, William" ,REAL-925-0 (81) ,Winter 2016 Bidding Phase II ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,0 ,0
Real Estate Entrepreneurship ,Winter 2016 ,"Bennett, William" ,REAL-925-0 (81) ,Winter 2016 Bid to Waitlist ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,40 ,0 ,Full-Time ,3 ,0
Real Estate Entrepreneurship ,Winter 2016 ,"Bennett, William" ,REAL-925-0 (81) ,Winter 2016 Bidding Phase I ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,32 ,0 ,40 ,40 ,32 ,Full-Time ,0 ,8
Leading and Managing Teams ,Winter 2016 ,"Shea, Catherine" ,MORS-460-0 (81) ,Winter 2016 Bid to Waitlist ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,30 ,0 ,Full-Time ,1 ,0
Leading and Managing Teams ,Winter 2016 ,"Shea, Catherine" ,MORS-460-0 (81) ,Winter 2016 Bidding Phase II ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,30 ,0 ,Full-Time ,0 ,0
Leading and Managing Teams ,Winter 2016 ,"Shea, Catherine" ,MORS-460-0 (81) ,Winter 2016 Bid to Waitlist ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,1 ,10 ,0 ,Evening ,0 ,1
Leading and Managing Teams ,Winter 2016 ,"Shea, Catherine" ,MORS-460-0 (81) ,Winter 2016 Bidding Phase I ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,8 ,0 ,10 ,10 ,8 ,Evening ,0 ,2
Leading and Managing Teams ,Winter 2016 ,"Shea, Catherine" ,MORS-460-0 (81) ,Winter 2016 Bidding Phase II ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,2 ,0 ,3 ,10 ,2 ,Evening ,0 ,1
Perspectives on Leadership ,Winter 2016 ,"Hughes, Edward" ,KACI-467-0 (70) ,Winter 2016 Bidding Phase I ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,2 ,0 ,5 ,5 ,2 ,Weekend ,0 ,3
Perspectives on Leadership ,Winter 2016 ,"Hughes, Edward" ,KACI-467-0 (70) ,Winter 2016 Bidding Phase II ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,1 ,0 ,3 ,5 ,1 ,Weekend ,0 ,2
Perspectives on Leadership ,Winter 2016 ,"Hughes, Edward" ,KACI-467-0 (70) ,Winter 2016 Bidding Phase II ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,0 ,0 ,0 ,40 ,0 ,Evening ,0 ,0
Marketing Research and Analytics ,Winter 2016 ,"Bockenholt, Ulf" ,MKTG-450-0 (71) ,Winter 2016 Bidding Phase I ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,39 ,0 ,65 ,65 ,39 ,Evening ,0 ,26
Marketing Research and Analytics ,Winter 2016 ,"Bockenholt, Ulf" ,MKTG-450-0 (71) ,Winter 2016 Bidding Phase II ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,4 ,0 ,31 ,65 ,4 ,Evening ,0 ,27
Derivatives Markets ,Winter 2016 ,"Skiadas, Constantinos" ,FINC-465-0 (71) ,Winter 2016 Bidding Phase I ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,29 ,0 ,65 ,65 ,29 ,Evening ,0 ,36
Derivatives Markets ,Winter 2016 ,"Skiadas, Constantinos" ,FINC-465-0 (71) ,Winter 2016 Bidding Phase II ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,6 ,0 ,41 ,65 ,6 ,Evening ,0 ,35
Business Analytics I ,Winter 2016 ,"Gradwohl, Ronen" ,DECS-430-5 (71) ,Winter 2016 Bidding Phase I ,DECS ,Chicago ,Tue 6:00PM - 9:00PM ,26 ,0 ,65 ,65 ,26 ,Evening ,0 ,39
Accounting For Decision Making ,Winter 2016 ,"Sridharan, Swaminathan" ,ACCT-430-0 (71) ,Winter 2016 Bidding Phase I ,ACCT ,Chicago ,Tue 6:00PM - 9:00PM ,10 ,0 ,65 ,65 ,10 ,Evening ,0 ,55
Accounting For Decision Making ,Winter 2016 ,"Sridharan, Swaminathan" ,ACCT-430-0 (71) ,Winter 2016 Bidding Phase II ,ACCT ,Chicago ,Tue 6:00PM - 9:00PM ,2 ,0 ,56 ,65 ,2 ,Evening ,0 ,54
Financial Reporting and Analysis ,Winter 2016 ,"Chapman, Craig" ,ACCT-451-0 (71) ,Winter 2016 Bidding Phase I ,ACCT ,Chicago ,Tue 6:00PM - 9:00PM ,14 ,0 ,65 ,65 ,14 ,Evening ,0 ,51
Financial Reporting and Analysis ,Winter 2016 ,"Chapman, Craig" ,ACCT-451-0 (71) ,Winter 2016 Bidding Phase II ,ACCT ,Chicago ,Tue 6:00PM - 9:00PM ,3 ,0 ,53 ,65 ,3 ,Evening ,0 ,50
Personal Leadership Insights ,Winter 2016 ,"Carroll, Shana" ,KACI-461-5 (63) ,Winter 2016 Bidding Phase II ,KACI ,Evanston ,Tue 3:10PM - 5:00PM ,0 ,0 ,1 ,10 ,0 ,Full-Time ,0 ,1
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bid to Waitlist ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,1 ,2 ,0 ,Weekend ,0 ,1
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bidding Phase I ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,0 ,2 ,2 ,1 ,Weekend ,0 ,1
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bidding Phase II ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,1 ,2 ,0 ,Weekend ,0 ,1
Launching New Products and Services ,Winter 2016 ,"Alguindigue, Israel" ,MKTG-465-0 (81) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,1 ,0
Launching New Products and Services ,Winter 2016 ,"Anderson, Eric" ,MKTG-465-0 (81) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,1 ,0
Designing Organizational Systems ,Winter 2016 ,"Dewar, Robert" ,MORS-451-0 (81) ,Winter 2016 Bidding Phase I ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,9 ,0 ,10 ,10 ,9 ,Evening ,0 ,1
Launching New Products and Services ,Winter 2016 ,"Anderson, Eric" ,MKTG-465-0 (81) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,1 ,55 ,0 ,Full-Time ,0 ,1
Launching New Products and Services ,Winter 2016 ,"Alguindigue, Israel" ,MKTG-465-0 (81) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,1 ,55 ,0 ,Full-Time ,0 ,1
Designing Organizational Systems ,Winter 2016 ,"Dewar, Robert" ,MORS-451-0 (81) ,Winter 2016 Bidding Phase I ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,30 ,0 ,51 ,55 ,30 ,Full-Time ,0 ,21
Designing Organizational Systems ,Winter 2016 ,"Dewar, Robert" ,MORS-451-0 (81) ,Winter 2016 Bidding Phase II ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,10 ,0 ,25 ,55 ,10 ,Full-Time ,0 ,15
Issues in Financial Reporting ,Winter 2016 ,"Finn, Mark" ,ACCT-452-0 (81) ,Winter 2016 Bidding Phase I ,ACCT ,Evanston ,Thu 6:30PM - 9:30PM ,4 ,0 ,10 ,10 ,4 ,Evening ,0 ,6
Issues in Financial Reporting ,Winter 2016 ,"Finn, Mark" ,ACCT-452-0 (81) ,Winter 2016 Bidding Phase II ,ACCT ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,6 ,10 ,0 ,Evening ,0 ,6
Business Law for Entrepreneurs ,Winter 2016 ,"Bradley, Craig" ,BLAW-911-5 (80) ,Winter 2016 Bid to Waitlist ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,10 ,10 ,0 ,Weekend ,0 ,10
Business Law for Entrepreneurs ,Winter 2016 ,"Bradley, Craig" ,BLAW-911-5 (80) ,Winter 2016 Bidding Phase I ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,10 ,10 ,0 ,Weekend ,0 ,10
Business Law for Entrepreneurs ,Winter 2016 ,"Bradley, Craig" ,BLAW-911-5 (80) ,Winter 2016 Bidding Phase II ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,10 ,10 ,0 ,Weekend ,0 ,10
Value Investing ,Winter 2016 ,"Jagannathan, Ravi" ,FINC-444-0 (81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,5 ,0 ,10 ,10 ,5 ,Evening ,0 ,5
Value Investing ,Winter 2016 ,"Jagannathan, Ravi" ,FINC-444-0 (81) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,0 ,6 ,10 ,1 ,Evening ,0 ,5
Issues in Financial Reporting ,Winter 2016 ,"Finn, Mark" ,ACCT-452-0 (81) ,Winter 2016 Bidding Phase I ,ACCT ,Evanston ,Thu 6:30PM - 9:30PM ,19 ,0 ,55 ,55 ,19 ,Full-Time ,0 ,36
Issues in Financial Reporting ,Winter 2016 ,"Finn, Mark" ,ACCT-452-0 (81) ,Winter 2016 Bidding Phase II ,ACCT ,Evanston ,Thu 6:30PM - 9:30PM ,8 ,0 ,41 ,55 ,8 ,Full-Time ,0 ,33
Business Law for Entrepreneurs ,Winter 2016 ,"Bradley, Craig" ,BLAW-911-5 (80) ,Winter 2016 Bid to Waitlist ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,45 ,0 ,Full-Time ,1 ,0
Business Law for Entrepreneurs ,Winter 2016 ,"Bradley, Craig" ,BLAW-911-5 (80) ,Winter 2016 Bidding Phase I ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,34 ,0 ,41 ,45 ,34 ,Full-Time ,0 ,7
Business Law for Entrepreneurs ,Winter 2016 ,"Bradley, Craig" ,BLAW-911-5 (80) ,Winter 2016 Bid to Waitlist ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,10 ,0 ,Evening ,0 ,0
Derivative Markets II ,Winter 2016 ,"McDonald, Robert" ,FINC-467-0 (81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,0 ,10 ,10 ,1 ,Evening ,0 ,9
Derivative Markets II ,Winter 2016 ,"McDonald, Robert" ,FINC-467-0 (81) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,9 ,10 ,0 ,Evening ,0 ,9
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bid to Waitlist ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,5 ,0 ,Evening ,2 ,0
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bidding Phase II ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,5 ,0 ,Evening ,0 ,0
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bid to Waitlist ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,3 ,28 ,0 ,Full-Time ,0 ,3
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bidding Phase I ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,24 ,0 ,28 ,28 ,24 ,Full-Time ,0 ,4
Global Initiatives in Management (GIM) ,Winter 2016 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (84) ,Winter 2016 Bidding Phase II ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,3 ,0 ,4 ,28 ,3 ,Full-Time ,0 ,1
Derivative Markets II ,Winter 2016 ,"McDonald, Robert" ,FINC-467-0 (81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,7 ,0 ,54 ,55 ,7 ,Full-Time ,0 ,47
Derivative Markets II ,Winter 2016 ,"McDonald, Robert" ,FINC-467-0 (81) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,47 ,55 ,0 ,Full-Time ,0 ,47
Value Investing ,Winter 2016 ,"Jagannathan, Ravi" ,FINC-444-0 (81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,16 ,0 ,38 ,40 ,16 ,Full-Time ,0 ,22
Value Investing ,Winter 2016 ,"Jagannathan, Ravi" ,FINC-444-0 (81) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,7 ,0 ,24 ,40 ,7 ,Full-Time ,0 ,17
